ed	margin	winning_party
26050	83.2	Democratic
84071	83.2	Democratic
75027	83.2	Democratic
59063	83.2	Democratic
44051	83.2	Democratic
87081	83.2	Democratic
78020	83.2	Democratic
81055	83.2	Democratic
52039	83.2	Democratic
70081	83.2	Democratic
70090	83.2	Democratic
62014	83.3	Republican
51006	83.3	Democratic
71031	83.3	Democratic
62012	83.3	Republican
50066	83.3	Democratic
84039	83.3	Democratic
51008	83.3	Democratic
80046	83.3	Democratic
85036	83.3	Democratic
74034	83.3	Democratic
77066	83.3	Democratic
67093	83.3	Democratic
87045	83.3	Democratic
64048	83.3	Republican
74027	83.3	Democratic
71045	83.3	Democratic
74033	83.3	Democratic
50009	83.3	Democratic
68039	83.3	Democratic
37039	83.3	Democratic
37038	83.3	Democratic
83002	83.3	Democratic
25062	83.3	Democratic
37021	83.3	Democratic
71070	83.3	Democratic
65061	83.3	Democratic
83046	83.3	Democratic
75025	83.3	Democratic
75043	83.3	Democratic
52038	83.3	Democratic
52037	83.3	Democratic
61013	83.4	Democratic
70082	83.4	Democratic
52081	83.4	Democratic
69072	83.4	Democratic
72004	83.4	Democratic
44071	83.4	Democratic
23017	83.4	Democratic
87026	83.4	Democratic
78004	83.4	Democratic
74007	83.4	Democratic
52042	83.4	Democratic
41068	83.4	Democratic
54058	83.5	Democratic
68024	83.5	Democratic
52104	83.5	Democratic
75039	83.5	Democratic
51020	83.5	Democratic
78038	83.5	Democratic
85041	83.5	Democratic
42070	83.5	Democratic
54047	83.5	Democratic
47015	83.5	Democratic
52058	83.5	Democratic
68086	83.5	Democratic
87035	83.5	Democratic
37032	83.5	Democratic
80043	83.5	Democratic
37030	83.5	Democratic
50017	83.6	Democratic
62057	83.6	Republican
68072	83.6	Democratic
24062	83.6	Democratic
81079	83.6	Democratic
85030	83.6	Democratic
80063	83.6	Democratic
81081	83.6	Democratic
71003	83.6	Democratic
67027	83.6	Democratic
80050	83.6	Democratic
52088	83.6	Democratic
26020	83.7	Democratic
44079	83.7	Democratic
78065	83.7	Democratic
71037	83.7	Democratic
62028	83.7	Republican
72063	83.7	Democratic
68033	83.7	Democratic
60004	83.7	Democratic
70091	83.7	Democratic
54045	83.7	Democratic
54015	83.8	Democratic
85005	83.8	Democratic
80017	83.8	Democratic
23031	83.8	Democratic
52050	83.8	Democratic
84066	83.8	Democratic
80024	83.8	Democratic
52115	83.8	Democratic
54006	83.8	Democratic
27013	83.8	Democratic
84026	83.8	Democratic
44052	83.8	Democratic
44037	83.8	Democratic
74035	83.8	Democratic
37022	83.8	Democratic
80087	83.8	Democratic
51021	83.8	Democratic
69032	83.8	Democratic
37025	83.8	Democratic
71063	83.8	Democratic
47046	83.9	Democratic
83076	83.9	Democratic
70065	83.9	Democratic
26068	83.9	Democratic
82092	83.9	Democratic
69098	83.9	Democratic
81064	83.9	Democratic
26009	83.9	Democratic
74032	83.9	Democratic
26036	83.9	Democratic
78061	83.9	Democratic
41091	83.9	Democratic
68054	83.9	Democratic
70092	83.9	Democratic
69037	83.9	Democratic
81062	83.9	Democratic
54058	83.9	Democratic
27038	83.9	Democratic
26021	83.9	Democratic
51081	83.9	Democratic
25036	84.0	Democratic
62045	84.0	Republican
62047	84.0	Republican
80086	84.0	Democratic
72020	84.0	Democratic
60036	84.0	Democratic
54077	84.0	Democratic
78006	84.0	Democratic
81076	84.0	Democratic
81082	84.0	Democratic
54023	84.0	Democratic
24048	84.0	Democratic
61004	84.0	Democratic
61006	84.0	Democratic
47051	84.0	Democratic
87014	84.0	Democratic
82070	84.0	Democratic
44038	84.0	Democratic
81058	84.0	Democratic
47037	84.1	Democratic
75025	84.1	Democratic
24043	84.1	Democratic
62005	84.1	Republican
68033	84.1	Democratic
65075	84.1	Democratic
33050	84.1	Democratic
71012	84.1	Democratic
69048	84.1	Democratic
25030	84.1	Democratic
87076	84.1	Democratic
64001	84.1	Republican
61050	84.1	Democratic
44054	84.1	Democratic
84069	84.1	Democratic
69066	84.1	Democratic
81074	84.1	Democratic
61023	84.1	Democratic
68043	84.1	Democratic
44012	84.2	Democratic
75026	84.2	Democratic
68019	84.2	Democratic
81012	84.2	Democratic
72013	84.2	Democratic
46004	84.2	Democratic
61057	84.2	Democratic
26046	84.2	Democratic
75082	84.2	Democratic
74035	84.2	Democratic
72061	84.2	Democratic
82098	84.2	Democratic
71053	84.2	Democratic
62017	84.2	Republican
71046	84.2	Democratic
70002	84.2	Democratic
70051	84.2	Democratic
62019	84.2	Republican
41028	84.3	Democratic
75016	84.3	Democratic
51041	84.3	Democratic
85007	84.3	Democratic
87051	84.3	Democratic
82067	84.3	Democratic
62049	84.3	Republican
23068	84.3	Democratic
85002	84.3	Democratic
85003	84.3	Democratic
84074	84.3	Democratic
52067	84.3	Democratic
78005	84.3	Democratic
81048	84.3	Democratic
70007	84.3	Democratic
77036	84.3	Democratic
46005	84.3	Democratic
70017	84.3	Democratic
74032	84.3	Democratic
82066	84.3	Democratic
80052	84.3	Democratic
44038	84.3	Democratic
71086	84.3	Democratic
51010	84.3	Democratic
59067	84.3	Democratic
82069	84.3	Democratic
50027	84.3	Democratic
74009	84.4	Democratic
54056	84.4	Democratic
62024	84.4	Republican
26027	84.4	Democratic
26017	84.4	Democratic
54052	84.4	Democratic
71003	84.4	Democratic
81043	84.4	Democratic
44054	84.4	Democratic
44039	84.4	Democratic
75004	84.4	Democratic
54021	84.5	Democratic
62030	84.5	Republican
81074	84.5	Democratic
84040	84.5	Democratic
54031	84.5	Democratic
75078	84.5	Democratic
69040	84.5	Democratic
86038	84.5	Democratic
71040	84.5	Democratic
85050	84.5	Democratic
52043	84.5	Democratic
33052	84.5	Democratic
69054	84.5	Democratic
54046	84.6	Democratic
50006	84.6	Democratic
51038	84.6	Democratic
83026	84.6	Democratic
52090	84.6	Democratic
51036	84.6	Democratic
84022	84.6	Democratic
41053	84.6	Democratic
87077	84.6	Democratic
61025	84.6	Democratic
52088	84.6	Democratic
84065	84.6	Democratic
42001	84.6	Democratic
87018	84.6	Democratic
62050	84.6	Republican
87073	84.6	Democratic
44080	84.6	Democratic
55026	84.6	Democratic
41026	84.6	Democratic
72054	84.6	Democratic
69076	84.6	Democratic
26060	84.6	Democratic
54054	84.6	Democratic
70074	84.6	Democratic
60011	84.6	Democratic
50060	84.6	Democratic
68030	84.7	Democratic
44034	84.7	Democratic
54044	84.7	Democratic
81075	84.7	Democratic
25063	84.7	Democratic
51037	84.7	Democratic
80042	84.7	Democratic
69074	84.7	Democratic
87062	84.7	Democratic
51064	84.7	Democratic
52068	84.7	Democratic
26019	84.7	Democratic
51079	84.7	Democratic
25048	84.7	Democratic
78031	84.7	Democratic
81013	84.7	Democratic
87046	84.7	Democratic
77068	84.8	Democratic
84057	84.8	Democratic
87065	84.8	Democratic
85007	84.8	Democratic
82097	84.8	Democratic
81087	84.8	Democratic
50058	84.8	Democratic
52069	84.8	Democratic
59021	84.8	Democratic
54025	84.8	Democratic
81014	84.8	Democratic
74014	84.8	Democratic
26072	84.8	Democratic
75021	84.8	Democratic
74006	84.8	Democratic
52093	84.9	Democratic
26047	84.9	Democratic
52092	84.9	Democratic
27041	84.9	Democratic
51037	84.9	Democratic
37001	84.9	Democratic
70075	84.9	Democratic
82031	84.9	Democratic
54025	84.9	Democratic
70009	84.9	Democratic
85033	84.9	Democratic
84006	84.9	Democratic
70082	84.9	Democratic
42052	84.9	Democratic
72016	84.9	Democratic
80042	84.9	Democratic
81081	84.9	Democratic
62002	84.9	Republican
44037	84.9	Democratic
87054	84.9	Democratic
62018	84.9	Republican
61001	85.0	Democratic
71067	85.0	Democratic
68077	85.0	Democratic
54066	85.0	Democratic
72065	85.0	Democratic
61009	85.0	Democratic
84043	85.0	Democratic
77026	85.0	Democratic
47050	85.0	Democratic
28008	85.0	Democratic
23031	85.0	Democratic
68055	85.0	Democratic
74003	85.0	Democratic
68043	85.0	Democratic
82065	85.0	Democratic
65020	85.0	Democratic
54040	85.0	Democratic
26039	85.0	Democratic
54050	85.0	Democratic
27032	85.0	Democratic
51039	85.1	Democratic
74038	85.1	Democratic
26053	85.1	Democratic
46032	85.1	Democratic
37028	85.1	Democratic
24058	85.1	Democratic
72060	85.1	Democratic
50049	85.1	Democratic
64008	85.1	Republican
78016	85.1	Democratic
69036	85.1	Democratic
64012	85.1	Republican
72043	85.1	Democratic
71039	85.2	Democratic
71029	85.2	Democratic
52051	85.2	Democratic
69093	85.2	Democratic
77015	85.2	Democratic
81034	85.2	Democratic
71057	85.2	Democratic
87083	85.2	Democratic
68051	85.2	Democratic
81090	85.2	Democratic
47032	85.2	Democratic
77040	85.2	Democratic
80061	85.2	Democratic
61030	85.3	Democratic
26030	85.3	Democratic
52105	85.3	Democratic
37034	85.3	Democratic
44066	85.3	Democratic
51055	85.3	Democratic
74017	85.3	Democratic
47022	85.3	Democratic
85066	85.3	Democratic
85027	85.3	Democratic
47067	85.3	Democratic
52079	85.3	Democratic
64005	85.3	Republican
85032	85.3	Democratic
47024	85.3	Democratic
44074	85.3	Democratic
64004	85.3	Republican
85067	85.4	Democratic
44074	85.4	Democratic
26037	85.4	Democratic
75071	85.4	Democratic
68092	85.4	Democratic
87023	85.4	Democratic
51011	85.4	Democratic
69085	85.4	Democratic
62048	85.4	Republican
60082	85.4	Democratic
50039	85.4	Democratic
41069	85.4	Democratic
46006	85.4	Democratic
59069	85.4	Democratic
72034	85.4	Democratic
84073	85.4	Democratic
70027	85.4	Democratic
54049	85.4	Democratic
87029	85.4	Democratic
71033	85.5	Democratic
51004	85.5	Democratic
70093	85.5	Democratic
84024	85.5	Democratic
79013	85.5	Democratic
85004	85.5	Democratic
78025	85.5	Democratic
86003	85.5	Democratic
78037	85.5	Democratic
81083	85.5	Democratic
79035	85.5	Democratic
70019	85.6	Democratic
37027	85.6	Democratic
44080	85.6	Democratic
82065	85.6	Democratic
52104	85.6	Democratic
29050	85.6	Democratic
74005	85.6	Democratic
29055	85.6	Democratic
75003	85.6	Democratic
52028	85.6	Democratic
52093	85.6	Democratic
62011	85.6	Republican
44066	85.6	Democratic
84080	85.6	Democratic
25060	85.6	Democratic
71054	85.6	Democratic
71055	85.6	Democratic
84005	85.6	Democratic
54020	85.6	Democratic
87020	85.7	Democratic
53078	85.7	Democratic
85010	85.7	Democratic
27042	85.7	Democratic
52006	85.7	Democratic
42048	85.7	Democratic
68073	85.7	Democratic
60069	85.7	Democratic
83001	85.7	Democratic
52078	85.7	Democratic
26006	85.7	Democratic
74034	85.7	Democratic
75045	85.7	Democratic
37049	85.7	Democratic
81073	85.7	Democratic
74021	85.7	Democratic
54043	85.7	Democratic
70022	85.7	Democratic
74015	85.7	Democratic
86006	85.7	Democratic
68090	85.7	Democratic
28033	85.7	Democratic
85022	85.7	Democratic
26004	85.7	Democratic
29012	85.7	Democratic
68013	85.7	Democratic
25021	85.8	Democratic
81076	85.8	Democratic
85060	85.8	Democratic
74010	85.8	Democratic
80053	85.8	Democratic
84008	85.8	Democratic
44064	85.8	Democratic
52085	85.8	Democratic
72028	85.8	Democratic
26025	85.8	Democratic
74037	85.8	Democratic
71040	85.8	Democratic
44077	85.8	Democratic
44075	85.8	Democratic
26028	85.8	Democratic
81050	85.8	Democratic
60052	85.8	Democratic
85053	85.9	Democratic
51052	85.9	Democratic
68041	85.9	Democratic
54055	85.9	Democratic
70029	85.9	Democratic
87017	85.9	Democratic
60017	85.9	Democratic
26010	85.9	Democratic
82082	85.9	Democratic
25033	85.9	Democratic
71006	85.9	Democratic
54036	85.9	Democratic
81071	85.9	Democratic
71008	85.9	Democratic
47033	85.9	Democratic
82093	85.9	Democratic
62040	85.9	Republican
44048	85.9	Democratic
69091	85.9	Democratic
86026	85.9	Democratic
60075	85.9	Democratic
52091	85.9	Democratic
60004	85.9	Democratic
25010	85.9	Democratic
30057	85.9	Democratic
72012	86.0	Democratic
51008	86.0	Democratic
44012	86.0	Democratic
44069	86.0	Democratic
72031	86.0	Democratic
44010	86.0	Democratic
60061	86.0	Democratic
87002	86.0	Democratic
87019	86.0	Democratic
70081	86.0	Democratic
52080	86.0	Democratic
26015	86.0	Democratic
46012	86.0	Democratic
52054	86.0	Democratic
37041	86.0	Democratic
25028	86.0	Democratic
44050	86.1	Democratic
82092	86.1	Democratic
26005	86.1	Democratic
82093	86.1	Democratic
52029	86.1	Democratic
70003	86.1	Democratic
80086	86.1	Democratic
69081	86.1	Democratic
64015	86.1	Republican
71039	86.1	Democratic
81073	86.1	Democratic
70086	86.1	Democratic
71033	86.1	Democratic
46006	86.1	Democratic
69067	86.1	Democratic
68046	86.1	Democratic
70078	86.2	Democratic
78043	86.2	Democratic
33023	86.2	Democratic
26074	86.2	Democratic
87004	86.2	Democratic
44048	86.2	Democratic
70012	86.2	Democratic
77010	86.2	Democratic
78023	86.2	Democratic
87079	86.2	Democratic
71025	86.2	Democratic
74025	86.2	Democratic
62020	86.2	Republican
85082	86.2	Democratic
55049	86.2	Democratic
85066	86.2	Democratic
84011	86.2	Democratic
67005	86.2	Democratic
52057	86.2	Democratic
29042	86.2	Democratic
54014	86.2	Democratic
29045	86.2	Democratic
70070	86.3	Democratic
51050	86.3	Democratic
70088	86.3	Democratic
80040	86.3	Democratic
70020	86.3	Democratic
70051	86.3	Democratic
69092	86.3	Democratic
63041	86.3	Democratic
85068	86.3	Democratic
72009	86.3	Democratic
85044	86.3	Democratic
52030	86.3	Democratic
62039	86.3	Republican
84072	86.3	Democratic
50059	86.3	Democratic
59070	86.3	Democratic
44062	86.4	Democratic
78009	86.4	Democratic
78029	86.4	Democratic
87016	86.4	Democratic
60021	86.4	Democratic
72024	86.4	Democratic
72032	86.4	Democratic
46005	86.4	Democratic
74009	86.4	Democratic
83069	86.4	Democratic
82091	86.4	Democratic
25041	86.4	Democratic
78034	86.4	Democratic
78046	86.4	Democratic
81078	86.4	Democratic
82054	86.4	Democratic
78050	86.4	Democratic
82097	86.5	Democratic
52084	86.5	Democratic
64007	86.5	Republican
50052	86.5	Democratic
51020	86.5	Democratic
62055	86.5	Republican
62065	86.5	Republican
62066	86.5	Republican
61032	86.5	Democratic
54047	86.5	Democratic
86016	86.5	Democratic
85010	86.5	Democratic
29060	86.5	Democratic
23034	86.5	Democratic
69095	86.5	Democratic
69099	86.5	Democratic
68044	86.5	Democratic
63040	86.5	Democratic
84023	86.6	Democratic
68078	86.6	Democratic
72046	86.6	Democratic
60072	86.6	Democratic
86019	86.6	Democratic
86013	86.6	Democratic
54080	86.6	Democratic
70001	86.6	Democratic
71049	86.6	Democratic
74029	86.6	Democratic
51035	86.6	Democratic
87033	86.6	Democratic
85057	86.6	Democratic
69058	86.6	Democratic
69075	86.6	Democratic
67026	86.6	Democratic
52049	86.6	Democratic
71054	86.6	Democratic
87044	86.7	Democratic
29020	86.7	Democratic
26016	86.7	Democratic
77020	86.7	Democratic
52085	86.7	Democratic
64009	86.7	Republican
87013	86.7	Democratic
33051	86.7	Democratic
51042	86.7	Democratic
75071	86.7	Democratic
26055	86.7	Democratic
60002	86.7	Democratic
78019	86.7	Democratic
54005	86.7	Democratic
77041	86.7	Democratic
45061	86.7	Democratic
77047	86.7	Democratic
83060	86.7	Democratic
78005	86.7	Democratic
78019	86.7	Democratic
81037	86.7	Democratic
85048	86.7	Democratic
84017	86.7	Democratic
68067	86.7	Democratic
82089	86.8	Democratic
61003	86.8	Democratic
62001	86.8	Republican
81089	86.8	Democratic
81099	86.8	Democratic
83027	86.8	Democratic
41066	86.8	Democratic
26058	86.8	Democratic
70073	86.8	Democratic
56067	86.8	Democratic
68022	86.8	Democratic
44073	86.8	Democratic
68029	86.8	Democratic
46016	86.8	Democratic
60027	86.8	Democratic
25037	86.8	Democratic
77018	86.8	Democratic
85055	86.8	Democratic
51012	86.9	Democratic
54051	86.9	Democratic
52026	86.9	Democratic
83054	86.9	Democratic
75027	86.9	Democratic
71066	86.9	Democratic
70084	86.9	Democratic
87066	86.9	Democratic
29030	86.9	Democratic
46009	86.9	Democratic
77055	86.9	Democratic
54009	86.9	Democratic
68101	86.9	Democratic
85008	87.0	Democratic
68023	87.0	Democratic
71041	87.0	Democratic
60015	87.0	Democratic
71059	87.0	Democratic
82085	87.0	Democratic
80064	87.0	Democratic
68077	87.0	Democratic
54023	87.0	Democratic
52080	87.0	Democratic
87015	87.0	Democratic
61017	87.0	Democratic
69082	87.0	Democratic
74038	87.0	Democratic
70069	87.0	Democratic
71002	87.0	Democratic
46012	87.0	Democratic
62072	87.0	Republican
54019	87.0	Democratic
82087	87.0	Democratic
